unique_id,claim,gold_label,company,justification
271,"""Starbucks is making its stores more sustainable by adding EV chargers.""",not_greenwashing,Starbucks,"While adding EV chargers is a positive step, claiming the *entire store* is ""more sustainable"" based on this single addition is an overgeneralization (Type 3). The article doesn't suggest other comprehensive store-level sustainability improvements."
272,"Amazon commits to achieving net zero emissions across its operations by 2040, ten years ahead of the Paris Accord.",not_greenwashing,Amazon,"This is a stated, measurable goal and a commitment that goes beyond the standard international target, making it a substantive sustainability claim."
273,Amazon is investing over $1.3 billion in Rivian through its Climate Pledge Fund to facilitate a zero-carbon economy.,not_greenwashing,Amazon,This is a verifiable financial investment directly linked to the stated goal of supporting companies transitioning to a zero-carbon economy.
274,"Amazon's new Rivian delivery vehicles come equipped with ""sustainability features"" for a greener delivery.",greenwashing,Amazon,"The term ""sustainability features"" is vague and does not provide clear, specific criteria for what these features are beyond the vehicle being electric, fitting Type 1 greenwashing (misleading labels)."
275,"Amazon's new electric fleet makes all its deliveries ""eco-friendly.""",greenwashing,Amazon,"This claim overgeneralizes the environmental impact, ignoring the full lifecycle emissions from manufacturing, charging infrastructure, and packaging, fitting Type 3 greenwashing (overgeneralization)."
276,"Amazon's new Rivian fleet ensures ""sustainable"" package delivery.",greenwashing,Amazon,"Labeling the entire package delivery process as ""sustainable"" due to electric vehicles is an overgeneralization, as other aspects of the supply chain and product lifecycle still have environmental impacts, fitting Type 3 greenwashing."
277,Amazon is a global leader in environmental innovation thanks to its Climate Pledge and EV rollout.,greenwashing,Amazon,"Claiming ""global leader"" status based on specific initiatives, without comprehensive evidence of overall environmental performance across all operations, is an unsupported claim, fitting Type 4 greenwashing."
278,"Amazon's Climate Pledge initiative promotes ""climate-friendly"" business practices among its 300+ signatories.",greenwashing,Amazon,"The term ""climate-friendly"" is vague and lacks specific, measurable criteria for what constitutes such practices, making it a misleading label and fitting Type 1 greenwashing."
279,"Amazon announces a nearly 30% increase in its renewable energy portfolio, adding 37 new wind and solar projects globally.",not_greenwashing,Amazon,"This is a specific, verifiable factual statement directly from the article about concrete actions and measurable increases in renewable energy capacity."
280,Amazon solidifies its position as the world's largest corporate buyer of renewable energy with a 17.7 GW portfolio across 19 countries.,not_greenwashing,Amazon,"This is a verifiable factual statement based on the company's reported portfolio size and market position, as stated in the article."
281,"Amazon delivers your packages with ""sustainable energy"" thanks to its global renewable projects.",greenwashing,Amazon,"While Amazon is increasing renewable energy for its operations, claiming ""sustainable energy"" for package delivery overgeneralizes, as the entire delivery process (vehicles, packaging, logistics) has other environmental impacts not addressed by energy sourcing alone. This fits Type 3 greenwashing."
282,"Amazon is on track to power 100% of its company activities with renewable energy by 2025, five years ahead of its original goal.",not_greenwashing,Amazon,"This is a specific, ambitious, and verifiable target with a clear timeline, demonstrating a substantive commitment to renewable energy."
283,"Amazon's new projects will make its operations ""carbon-free"" by avoiding 17.3 million metric tons of carbon emissions annually.",greenwashing,Amazon,"While the projects *avoid* emissions, claiming ""carbon-free"" operations is an unsupported overstatement. The article states they are on a path to *net zero by 2040*, not carbon-free immediately, and ""avoiding emissions"" is not the same as being entirely carbon-free across all operations. This fits Type 4 greenwashing."
284,"Shop Amazon for an ""eco-conscious"" experience, powered by our commitment to clean energy.",not_greenwashing,Amazon,"The term ""eco-conscious experience"" is vague and misleading (Type 1). While their energy sourcing is improving, it doesn't make the entire shopping experience ""eco-conscious"" given the broader environmental impacts of e-commerce."
285,"Amazon's renewable energy portfolio, once operational, is expected to produce enough clean energy to power 3.9 million U.S. homes.",not_greenwashing,Amazon,"This is a specific, quantifiable metric provided in the article, indicating the significant scale of their renewable energy generation."
286,"Amazon claims its entire global operations are now ""environmentally friendly"" due to its renewable energy investments.",greenwashing,Amazon,"This claim overgeneralizes the impact of renewable energy sourcing to the entire global operations, ignoring other significant environmental footprints of a vast e-commerce and logistics company. This fits Type 3 greenwashing."
287,Keurig Dr Pepper commits to achieving net water positive impact in water-stressed basins by 2050.,not_greenwashing,Keurig Dr Pepper,"This is a specific, verifiable commitment made by the company to a recognized initiative (Water Resilience Coalition)."
